LOJA;DATA;DIA DA SEMANA;VENDAS DELIVERY BRUTO;VENDAS DELIVERY LIQUIDO;VENDAS BALCAO BRUTO;VENDAS BALCAO LIQUIDO;FATURAMENTO BRUTO;FATURAMENTO LIQUIDO
1004 - BOLOS DO FLAVIO - VIC. PIRES;30/04/2026;Quinta-feira;0,0;0,0;5622,9;5622,9;5622,9;5622,9
1005 - BOLOS DO FLAVIO - CEILANDIA;01/04/2026;Quarta-feira;0,0;0,0;4348,0;4348,0;4348,0;4348,0
1005 - BOLOS DO FLAVIO - CEILANDIA;02/04/2026;Quinta-feira;0,0;0,0;4992,9;4992,9;4992,9;4992,9
1005 - BOLOS DO FLAVIO - CEILANDIA;03/04/2026;Sexta-feira;0,0;0,0;5197,8;5197,8;5197,8;5197,8
1005 - BOLOS DO FLAVIO - CEILANDIA;04/04/2026;Sábado;0,0;0,0;6132,0;6132,0;6132,0;6132,0
1005 - BOLOS DO FLAVIO - CEILANDIA;05/04/2026;Domingo;0,0;0,0;3697,0;3697,0;3697,0;3697,0
1005 - BOLOS DO FLAVIO - CEILANDIA;06/04/2026;Segunda-feira;0,0;0,0;2905,0;2905,0;2905,0;2905,0
1005 - BOLOS DO FLAVIO - CEILANDIA;07/04/2026;Terça-feira;0,0;0,0;4257,0;4257,0;4257,0;4257,0
1005 - BOLOS DO FLAVIO - CEILANDIA;08/04/2026;Quarta-feira;0,0;0,0;3289,0;3289,0;3289,0;3289,0
1005 - BOLOS DO FLAVIO - CEILANDIA;09/04/2026;Quinta-feira;0,0;0,0;4466,0;4466,0;4466,0;4466,0
1005 - BOLOS DO FLAVIO - CEILANDIA;10/04/2026;Sexta-feira;0,0;0,0;4832,0;4832,0;4832,0;4832,0
1005 - BOLOS DO FLAVIO - CEILANDIA;11/04/2026;Sábado;0,0;0,0;5434,0;5434,0;5434,0;5434,0
1005 - BOLOS DO FLAVIO - CEILANDIA;12/04/2026;Domingo;0,0;0,0;4205,0;4205,0;4205,0;4205,0
1005 - BOLOS DO FLAVIO - CEILANDIA;13/04/2026;Segunda-feira;0,0;0,0;3345,0;3345,0;3345,0;3345,0
1005 - BOLOS DO FLAVIO - CEILANDIA;14/04/2026;Terça-feira;0,0;0,0;4156,0;4156,0;4156,0;4156,0
1005 - BOLOS DO FLAVIO - CEILANDIA;15/04/2026;Quarta-feira;0,0;0,0;3489,0;3489,0;3489,0;3489,0
1005 - BOLOS DO FLAVIO - CEILANDIA;16/04/2026;Quinta-feira;0,0;0,0;4094,0;4094,0;4094,0;4094,0
1005 - BOLOS DO FLAVIO - CEILANDIA;17/04/2026;Sexta-feira;0,0;0,0;4534,0;4534,0;4534,0;4534,0
1005 - BOLOS DO FLAVIO - CEILANDIA;18/04/2026;Sábado;0,0;0,0;6633,0;6633,0;6633,0;6633,0
1005 - BOLOS DO FLAVIO - CEILANDIA;19/04/2026;Domingo;0,0;0,0;3728,9;3728,9;3728,9;3728,9
1005 - BOLOS DO FLAVIO - CEILANDIA;20/04/2026;Segunda-feira;0,0;0,0;4861,0;4861,0;4861,0;4861,0
1005 - BOLOS DO FLAVIO - CEILANDIA;21/04/2026;Terça-feira;0,0;0,0;4932,9;4932,9;4932,9;4932,9
1005 - BOLOS DO FLAVIO - CEILANDIA;22/04/2026;Quarta-feira;0,0;0,0;3762,0;3762,0;3762,0;3762,0
1005 - BOLOS DO FLAVIO - CEILANDIA;23/04/2026;Quinta-feira;0,0;0,0;4073,0;4073,0;4073,0;4073,0
1005 - BOLOS DO FLAVIO - CEILANDIA;24/04/2026;Sexta-feira;0,0;0,0;4883,0;4883,0;4883,0;4883,0
1005 - BOLOS DO FLAVIO - CEILANDIA;25/04/2026;Sábado;0,0;0,0;6099,0;6099,0;6099,0;6099,0
1005 - BOLOS DO FLAVIO - CEILANDIA;26/04/2026;Domingo;0,0;0,0;4202,0;4202,0;4202,0;4202,0
1005 - BOLOS DO FLAVIO - CEILANDIA;27/04/2026;Segunda-feira;0,0;0,0;3290,0;3290,0;3290,0;3290,0
1005 - BOLOS DO FLAVIO - CEILANDIA;28/04/2026;Terça-feira;0,0;0,0;4460,0;4460,0;4460,0;4460,0
1005 - BOLOS DO FLAVIO - CEILANDIA;29/04/2026;Quarta-feira;0,0;0,0;4038,0;4038,0;4038,0;4038,0
1005 - BOLOS DO FLAVIO - CEILANDIA;30/04/2026;Quinta-feira;0,0;0,0;5454,7;5454,7;5454,7;5454,7
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;01/04/2026;Quarta-feira;0,0;0,0;1962,0;1962,0;1962,0;1962,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;02/04/2026;Quinta-feira;0,0;0,0;2416,0;2416,0;2416,0;2416,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;03/04/2026;Sexta-feira;0,0;0,0;968,0;968,0;968,0;968,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;04/04/2026;Sábado;0,0;0,0;2081,0;2081,0;2081,0;2081,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;06/04/2026;Segunda-feira;0,0;0,0;981,0;981,0;981,0;981,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;07/04/2026;Terça-feira;0,0;0,0;1609,0;1609,0;1609,0;1609,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;08/04/2026;Quarta-feira;0,0;0,0;976,0;976,0;976,0;976,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;09/04/2026;Quinta-feira;0,0;0,0;1571,0;1571,0;1571,0;1571,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;10/04/2026;Sexta-feira;0,0;0,0;1590,0;1590,0;1590,0;1590,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;11/04/2026;Sábado;0,0;0,0;2595,0;2595,0;2595,0;2595,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;13/04/2026;Segunda-feira;0,0;0,0;1569,0;1569,0;1569,0;1569,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;14/04/2026;Terça-feira;0,0;0,0;1775,9;1775,9;1775,9;1775,9
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;15/04/2026;Quarta-feira;0,0;0,0;1584,0;1584,0;1584,0;1584,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;16/04/2026;Quinta-feira;0,0;0,0;2051,9;2051,9;2051,9;2051,9
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;17/04/2026;Sexta-feira;0,0;0,0;2197,0;2197,0;2197,0;2197,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;18/04/2026;Sábado;0,0;0,0;1676,0;1676,0;1676,0;1676,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;20/04/2026;Segunda-feira;0,0;0,0;1962,9;1962,9;1962,9;1962,9
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;21/04/2026;Terça-feira;0,0;0,0;1392,9;1392,9;1392,9;1392,9
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;22/04/2026;Quarta-feira;0,0;0,0;1022,0;1022,0;1022,0;1022,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;23/04/2026;Quinta-feira;0,0;0,0;551,0;551,0;551,0;551,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;24/04/2026;Sexta-feira;0,0;0,0;763,0;763,0;763,0;763,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;25/04/2026;Sábado;0,0;0,0;679,0;679,0;679,0;679,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;27/04/2026;Segunda-feira;0,0;0,0;1410,0;1410,0;1410,0;1410,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;28/04/2026;Terça-feira;0,0;0,0;1824,0;1824,0;1824,0;1824,0
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;29/04/2026;Quarta-feira;0,0;0,0;2094,9;2094,9;2094,9;2094,9
1006 - BOLOS DO FLAVIO-TAGSUL ALAMEDA;30/04/2026;Quinta-feira;0,0;0,0;2056,0;2056,0;2056,0;2056,0
