SABOR,UNIDADE,QUANTIDADE,DATA,DIA DA SEMANA
TORTA ABACAXI G,GILBERTO,0,17/04/2026,sexta-feira
TORTA ABACAXI G,BAHAMAS,0,17/04/2026,sexta-feira
TORTA ABACAXI G,CONTAINER,0,17/04/2026,sexta-feira
TORTA ABACAXI G,POSTO,0,17/04/2026,sexta-feira
TORTA ABACAXI G,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,EPNB,0,17/04/2026,sexta-feira
TORTA ABACAXI G,GAMA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,RECANTO,0,17/04/2026,sexta-feira
TORTA ABACAXI G,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA ABACAXI G,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,ALAMEDA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,CEILANDIA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,VICENTE PIRES,0,17/04/2026,sexta-feira
TORTA MISTA G,QUADRA 1,0,17/04/2026,sexta-feira
TORTA MISTA G,CENTRAL,0,17/04/2026,sexta-feira
TORTA MISTA G,NOROESTE,0,17/04/2026,sexta-feira
TORTA MISTA G,ASA SUL,0,17/04/2026,sexta-feira
TORTA MISTA G,ASA NORTE,0,17/04/2026,sexta-feira
TORTA MISTA G,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA MISTA G,LOJINHA,0,17/04/2026,sexta-feira
TORTA MISTA G,SUDOESTE 1,0,17/04/2026,sexta-feira
TORTA MISTA G,SUDOESTE 2,0,17/04/2026,sexta-feira
TORTA MISTA G,GUARA,0,17/04/2026,sexta-feira
TORTA MISTA G,JARDIM,0,17/04/2026,sexta-feira
TORTA MISTA G,GILBERTO,0,17/04/2026,sexta-feira
TORTA MISTA G,BAHAMAS,0,17/04/2026,sexta-feira
TORTA MISTA G,CONTAINER,0,17/04/2026,sexta-feira
TORTA MISTA G,POSTO,0,17/04/2026,sexta-feira
TORTA MISTA G,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA MISTA G,EPNB,0,17/04/2026,sexta-feira
TORTA MISTA G,GAMA,0,17/04/2026,sexta-feira
TORTA MISTA G,RECANTO,0,17/04/2026,sexta-feira
TORTA MISTA G,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA MISTA G,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA MISTA G,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA MISTA G,ALAMEDA,0,17/04/2026,sexta-feira
TORTA MISTA G,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA MISTA G,CEILANDIA,0,17/04/2026,sexta-feira
TORTA MISTA G,VICENTE PIRES,0,17/04/2026,sexta-feira
TORTA BANANA P,QUADRA 1,1,17/04/2026,sexta-feira
TORTA BANANA P,CENTRAL,0,17/04/2026,sexta-feira
TORTA BANANA P,NOROESTE,0,17/04/2026,sexta-feira
TORTA BANANA P,ASA SUL,0,17/04/2026,sexta-feira
TORTA BANANA P,ASA NORTE,0,17/04/2026,sexta-feira
TORTA BANANA P,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA BANANA P,LOJINHA,0,17/04/2026,sexta-feira
TORTA BANANA P,SUDOESTE 1,3,17/04/2026,sexta-feira
TORTA BANANA P,SUDOESTE 2,1,17/04/2026,sexta-feira
TORTA BANANA P,GUARA,0,17/04/2026,sexta-feira
TORTA BANANA P,JARDIM,0,17/04/2026,sexta-feira
TORTA BANANA P,GILBERTO,0,17/04/2026,sexta-feira
TORTA BANANA P,BAHAMAS,0,17/04/2026,sexta-feira
TORTA BANANA P,CONTAINER,0,17/04/2026,sexta-feira
TORTA BANANA P,POSTO,0,17/04/2026,sexta-feira
TORTA BANANA P,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA BANANA P,EPNB,0,17/04/2026,sexta-feira
TORTA BANANA P,GAMA,2,17/04/2026,sexta-feira
TORTA BANANA P,RECANTO,0,17/04/2026,sexta-feira
TORTA BANANA P,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA BANANA P,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA BANANA P,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA BANANA P,ALAMEDA,0,17/04/2026,sexta-feira
TORTA BANANA P,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA BANANA P,CEILANDIA,0,17/04/2026,sexta-feira
TORTA BANANA P,VICENTE PIRES,2,17/04/2026,sexta-feira
TORTA ABACAXI P,QUADRA 1,0,17/04/2026,sexta-feira
TORTA ABACAXI P,CENTRAL,0,17/04/2026,sexta-feira
TORTA ABACAXI P,NOROESTE,0,17/04/2026,sexta-feira
TORTA ABACAXI P,ASA SUL,0,17/04/2026,sexta-feira
TORTA ABACAXI P,ASA NORTE,0,17/04/2026,sexta-feira
TORTA ABACAXI P,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA ABACAXI P,LOJINHA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,SUDOESTE 1,0,17/04/2026,sexta-feira
TORTA ABACAXI P,SUDOESTE 2,0,17/04/2026,sexta-feira
TORTA ABACAXI P,GUARA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,JARDIM,0,17/04/2026,sexta-feira
TORTA ABACAXI P,GILBERTO,0,17/04/2026,sexta-feira
TORTA ABACAXI P,BAHAMAS,0,17/04/2026,sexta-feira
TORTA ABACAXI P,CONTAINER,0,17/04/2026,sexta-feira
TORTA ABACAXI P,POSTO,0,17/04/2026,sexta-feira
TORTA ABACAXI P,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,EPNB,0,17/04/2026,sexta-feira
TORTA ABACAXI P,GAMA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,RECANTO,0,17/04/2026,sexta-feira
TORTA ABACAXI P,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA ABACAXI P,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,ALAMEDA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,CEILANDIA,0,17/04/2026,sexta-feira
TORTA ABACAXI P,VICENTE PIRES,0,17/04/2026,sexta-feira
TORTA MISTA P,QUADRA 1,0,17/04/2026,sexta-feira
TORTA MISTA P,CENTRAL,0,17/04/2026,sexta-feira
TORTA MISTA P,NOROESTE,0,17/04/2026,sexta-feira
TORTA MISTA P,ASA SUL,0,17/04/2026,sexta-feira
TORTA MISTA P,ASA NORTE,0,17/04/2026,sexta-feira
TORTA MISTA P,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA MISTA P,LOJINHA,0,17/04/2026,sexta-feira
TORTA MISTA P,SUDOESTE 1,0,17/04/2026,sexta-feira
TORTA MISTA P,SUDOESTE 2,0,17/04/2026,sexta-feira
TORTA MISTA P,GUARA,0,17/04/2026,sexta-feira
TORTA MISTA P,JARDIM,0,17/04/2026,sexta-feira
TORTA MISTA P,GILBERTO,0,17/04/2026,sexta-feira
TORTA MISTA P,BAHAMAS,0,17/04/2026,sexta-feira
TORTA MISTA P,CONTAINER,0,17/04/2026,sexta-feira
TORTA MISTA P,POSTO,0,17/04/2026,sexta-feira
TORTA MISTA P,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA MISTA P,EPNB,0,17/04/2026,sexta-feira
TORTA MISTA P,GAMA,0,17/04/2026,sexta-feira
TORTA MISTA P,RECANTO,0,17/04/2026,sexta-feira
TORTA MISTA P,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA MISTA P,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA MISTA P,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA MISTA P,ALAMEDA,0,17/04/2026,sexta-feira
TORTA MISTA P,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA MISTA P,CEILANDIA,0,17/04/2026,sexta-feira
TORTA MISTA P,VICENTE PIRES,0,17/04/2026,sexta-feira
LEITE,QUADRA 1,4,17/04/2026,sexta-feira
LEITE,CENTRAL,6,17/04/2026,sexta-feira
LEITE,NOROESTE,5,17/04/2026,sexta-feira
LEITE,ASA SUL,7,17/04/2026,sexta-feira
LEITE,ASA NORTE,8,17/04/2026,sexta-feira
LEITE,CONJ. NACIONAL,7,17/04/2026,sexta-feira
LEITE,LOJINHA,6,17/04/2026,sexta-feira
LEITE,SUDOESTE 1,4,17/04/2026,sexta-feira
LEITE,SUDOESTE 2,4,17/04/2026,sexta-feira
LEITE,GUARA,8,17/04/2026,sexta-feira
LEITE,JARDIM,6,17/04/2026,sexta-feira
LEITE,GILBERTO,2,17/04/2026,sexta-feira
LEITE,BAHAMAS,5,17/04/2026,sexta-feira
LEITE,CONTAINER,5,17/04/2026,sexta-feira
LEITE,POSTO,7,17/04/2026,sexta-feira
LEITE,ARNIQUEIRA,3,17/04/2026,sexta-feira
LEITE,EPNB,4,17/04/2026,sexta-feira
LEITE,GAMA,6,17/04/2026,sexta-feira
LEITE,RECANTO,5,17/04/2026,sexta-feira
LEITE,SAMAMBAIA,4,17/04/2026,sexta-feira
LEITE,SAMAMBAIA SUL,3,17/04/2026,sexta-feira
LEITE,PONTE ALTA,5,17/04/2026,sexta-feira
LEITE,ALAMEDA,2,17/04/2026,sexta-feira
LEITE,TAGUATINGA,5,17/04/2026,sexta-feira
LEITE,CEILANDIA,4,17/04/2026,sexta-feira
LEITE,VICENTE PIRES,6,17/04/2026,sexta-feira
MILHO,QUADRA 1,4,17/04/2026,sexta-feira
MILHO,CENTRAL,4,17/04/2026,sexta-feira
MILHO,NOROESTE,7,17/04/2026,sexta-feira
MILHO,ASA SUL,4,17/04/2026,sexta-feira
MILHO,ASA NORTE,10,17/04/2026,sexta-feira
MILHO,CONJ. NACIONAL,11,17/04/2026,sexta-feira
MILHO,LOJINHA,6,17/04/2026,sexta-feira
MILHO,SUDOESTE 1,4,17/04/2026,sexta-feira
MILHO,SUDOESTE 2,5,17/04/2026,sexta-feira
MILHO,GUARA,7,17/04/2026,sexta-feira
MILHO,JARDIM,4,17/04/2026,sexta-feira
MILHO,GILBERTO,5,17/04/2026,sexta-feira
MILHO,BAHAMAS,4,17/04/2026,sexta-feira
MILHO,CONTAINER,5,17/04/2026,sexta-feira
MILHO,POSTO,10,17/04/2026,sexta-feira
MILHO,ARNIQUEIRA,3,17/04/2026,sexta-feira
MILHO,EPNB,4,17/04/2026,sexta-feira
MILHO,GAMA,8,17/04/2026,sexta-feira
MILHO,RECANTO,4,17/04/2026,sexta-feira
MILHO,SAMAMBAIA,4,17/04/2026,sexta-feira
MILHO,SAMAMBAIA SUL,4,17/04/2026,sexta-feira
MILHO,PONTE ALTA,4,17/04/2026,sexta-feira
MILHO,ALAMEDA,3,17/04/2026,sexta-feira
MILHO,TAGUATINGA,10,17/04/2026,sexta-feira
MILHO,CEILANDIA,5,17/04/2026,sexta-feira
MILHO,VICENTE PIRES,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,QUADRA 1,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,CENTRAL,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,NOROESTE,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,ASA SUL,6,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,ASA NORTE,12,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,CONJ. NACIONAL,8,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,LOJINHA,8,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,SUDOESTE 1,2,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,SUDOESTE 2,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,GUARA,8,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,JARDIM,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,GILBERTO,1,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,BAHAMAS,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,CONTAINER,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,POSTO,8,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,ARNIQUEIRA,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,EPNB,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,GAMA,9,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,RECANTO,6,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,SAMAMBAIA,6,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,SAMAMBAIA SUL,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,PONTE ALTA,4,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,ALAMEDA,2,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,TAGUATINGA,5,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,CEILANDIA,3,17/04/2026,sexta-feira
MILHO C/ CATUPIRY,VICENTE PIRES,5,17/04/2026,sexta-feira
QUEIJO,QUADRA 1,4,17/04/2026,sexta-feira
QUEIJO,CENTRAL,4,17/04/2026,sexta-feira
QUEIJO,NOROESTE,2,17/04/2026,sexta-feira
QUEIJO,ASA SUL,4,17/04/2026,sexta-feira
QUEIJO,ASA NORTE,5,17/04/2026,sexta-feira
QUEIJO,CONJ. NACIONAL,4,17/04/2026,sexta-feira
QUEIJO,LOJINHA,2,17/04/2026,sexta-feira
QUEIJO,SUDOESTE 1,4,17/04/2026,sexta-feira
QUEIJO,SUDOESTE 2,3,17/04/2026,sexta-feira
QUEIJO,GUARA,3,17/04/2026,sexta-feira
QUEIJO,JARDIM,2,17/04/2026,sexta-feira
QUEIJO,GILBERTO,2,17/04/2026,sexta-feira
QUEIJO,BAHAMAS,1,17/04/2026,sexta-feira
QUEIJO,CONTAINER,1,17/04/2026,sexta-feira
QUEIJO,POSTO,6,17/04/2026,sexta-feira
QUEIJO,ARNIQUEIRA,1,17/04/2026,sexta-feira
QUEIJO,EPNB,1,17/04/2026,sexta-feira
QUEIJO,GAMA,5,17/04/2026,sexta-feira
QUEIJO,RECANTO,4,17/04/2026,sexta-feira
QUEIJO,SAMAMBAIA,3,17/04/2026,sexta-feira
QUEIJO,SAMAMBAIA SUL,3,17/04/2026,sexta-feira
QUEIJO,PONTE ALTA,3,17/04/2026,sexta-feira
QUEIJO,ALAMEDA,1,17/04/2026,sexta-feira
QUEIJO,TAGUATINGA,5,17/04/2026,sexta-feira
QUEIJO,CEILANDIA,3,17/04/2026,sexta-feira
QUEIJO,VICENTE PIRES,5,17/04/2026,sexta-feira
MANDIOCA,QUADRA 1,6,17/04/2026,sexta-feira
MANDIOCA,CENTRAL,6,17/04/2026,sexta-feira
MANDIOCA,NOROESTE,6,17/04/2026,sexta-feira
MANDIOCA,ASA SUL,10,17/04/2026,sexta-feira
MANDIOCA,ASA NORTE,12,17/04/2026,sexta-feira
MANDIOCA,CONJ. NACIONAL,10,17/04/2026,sexta-feira
MANDIOCA,LOJINHA,5,17/04/2026,sexta-feira
MANDIOCA,SUDOESTE 1,9,17/04/2026,sexta-feira
MANDIOCA,SUDOESTE 2,9,17/04/2026,sexta-feira
MANDIOCA,GUARA,12,17/04/2026,sexta-feira
MANDIOCA,JARDIM,9,17/04/2026,sexta-feira
MANDIOCA,GILBERTO,7,17/04/2026,sexta-feira
MANDIOCA,BAHAMAS,9,17/04/2026,sexta-feira
MANDIOCA,CONTAINER,11,17/04/2026,sexta-feira
MANDIOCA,POSTO,18,17/04/2026,sexta-feira
MANDIOCA,ARNIQUEIRA,4,17/04/2026,sexta-feira
MANDIOCA,EPNB,3,17/04/2026,sexta-feira
MANDIOCA,GAMA,9,17/04/2026,sexta-feira
MANDIOCA,RECANTO,5,17/04/2026,sexta-feira
MANDIOCA,SAMAMBAIA,4,17/04/2026,sexta-feira
MANDIOCA,SAMAMBAIA SUL,5,17/04/2026,sexta-feira
MANDIOCA,PONTE ALTA,3,17/04/2026,sexta-feira
MANDIOCA,ALAMEDA,3,17/04/2026,sexta-feira
MANDIOCA,TAGUATINGA,11,17/04/2026,sexta-feira
MANDIOCA,CEILANDIA,5,17/04/2026,sexta-feira
MANDIOCA,VICENTE PIRES,6,17/04/2026,sexta-feira
MAND. ROMEU,QUADRA 1,6,17/04/2026,sexta-feira
MAND. ROMEU,CENTRAL,4,17/04/2026,sexta-feira
MAND. ROMEU,NOROESTE,6,17/04/2026,sexta-feira
MAND. ROMEU,ASA SUL,12,17/04/2026,sexta-feira
MAND. ROMEU,ASA NORTE,18,17/04/2026,sexta-feira
MAND. ROMEU,CONJ. NACIONAL,10,17/04/2026,sexta-feira
MAND. ROMEU,LOJINHA,5,17/04/2026,sexta-feira
MAND. ROMEU,SUDOESTE 1,5,17/04/2026,sexta-feira
MAND. ROMEU,SUDOESTE 2,3,17/04/2026,sexta-feira
MAND. ROMEU,GUARA,12,17/04/2026,sexta-feira
MAND. ROMEU,JARDIM,9,17/04/2026,sexta-feira
MAND. ROMEU,GILBERTO,7,17/04/2026,sexta-feira
MAND. ROMEU,BAHAMAS,7,17/04/2026,sexta-feira
MAND. ROMEU,CONTAINER,7,17/04/2026,sexta-feira
MAND. ROMEU,POSTO,16,17/04/2026,sexta-feira
MAND. ROMEU,ARNIQUEIRA,3,17/04/2026,sexta-feira
MAND. ROMEU,EPNB,4,17/04/2026,sexta-feira
MAND. ROMEU,GAMA,9,17/04/2026,sexta-feira
MAND. ROMEU,RECANTO,5,17/04/2026,sexta-feira
MAND. ROMEU,SAMAMBAIA,3,17/04/2026,sexta-feira
MAND. ROMEU,SAMAMBAIA SUL,2,17/04/2026,sexta-feira
MAND. ROMEU,PONTE ALTA,2,17/04/2026,sexta-feira
MAND. ROMEU,ALAMEDA,2,17/04/2026,sexta-feira
MAND. ROMEU,TAGUATINGA,6,17/04/2026,sexta-feira
MAND. ROMEU,CEILANDIA,3,17/04/2026,sexta-feira
MAND. ROMEU,VICENTE PIRES,6,17/04/2026,sexta-feira
MAND. CATUPIRY,QUADRA 1,4,17/04/2026,sexta-feira
MAND. CATUPIRY,CENTRAL,5,17/04/2026,sexta-feira
MAND. CATUPIRY,NOROESTE,4,17/04/2026,sexta-feira
MAND. CATUPIRY,ASA SUL,8,17/04/2026,sexta-feira
MAND. CATUPIRY,ASA NORTE,12,17/04/2026,sexta-feira
MAND. CATUPIRY,CONJ. NACIONAL,10,17/04/2026,sexta-feira
MAND. CATUPIRY,LOJINHA,5,17/04/2026,sexta-feira
MAND. CATUPIRY,SUDOESTE 1,5,17/04/2026,sexta-feira
MAND. CATUPIRY,SUDOESTE 2,5,17/04/2026,sexta-feira
MAND. CATUPIRY,GUARA,12,17/04/2026,sexta-feira
MAND. CATUPIRY,JARDIM,9,17/04/2026,sexta-feira
MAND. CATUPIRY,GILBERTO,7,17/04/2026,sexta-feira
MAND. CATUPIRY,BAHAMAS,7,17/04/2026,sexta-feira
MAND. CATUPIRY,CONTAINER,5,17/04/2026,sexta-feira
MAND. CATUPIRY,POSTO,14,17/04/2026,sexta-feira
MAND. CATUPIRY,ARNIQUEIRA,3,17/04/2026,sexta-feira
MAND. CATUPIRY,EPNB,4,17/04/2026,sexta-feira
MAND. CATUPIRY,GAMA,9,17/04/2026,sexta-feira
MAND. CATUPIRY,RECANTO,5,17/04/2026,sexta-feira
MAND. CATUPIRY,SAMAMBAIA,2,17/04/2026,sexta-feira
MAND. CATUPIRY,SAMAMBAIA SUL,4,17/04/2026,sexta-feira
MAND. CATUPIRY,PONTE ALTA,3,17/04/2026,sexta-feira
MAND. CATUPIRY,ALAMEDA,2,17/04/2026,sexta-feira
MAND. CATUPIRY,TAGUATINGA,6,17/04/2026,sexta-feira
MAND. CATUPIRY,CEILANDIA,5,17/04/2026,sexta-feira
MAND. CATUPIRY,VICENTE PIRES,6,17/04/2026,sexta-feira
MAND. GOIABADA,QUADRA 1,2,17/04/2026,sexta-feira
MAND. GOIABADA,CENTRAL,2,17/04/2026,sexta-feira
MAND. GOIABADA,NOROESTE,2,17/04/2026,sexta-feira
MAND. GOIABADA,ASA SUL,4,17/04/2026,sexta-feira
MAND. GOIABADA,ASA NORTE,4,17/04/2026,sexta-feira
MAND. GOIABADA,CONJ. NACIONAL,0,17/04/2026,sexta-feira
MAND. GOIABADA,LOJINHA,0,17/04/2026,sexta-feira
MAND. GOIABADA,SUDOESTE 1,4,17/04/2026,sexta-feira
MAND. GOIABADA,SUDOESTE 2,3,17/04/2026,sexta-feira
MAND. GOIABADA,GUARA,5,17/04/2026,sexta-feira
MAND. GOIABADA,JARDIM,2,17/04/2026,sexta-feira
MAND. GOIABADA,GILBERTO,0,17/04/2026,sexta-feira
MAND. GOIABADA,BAHAMAS,2,17/04/2026,sexta-feira
MAND. GOIABADA,CONTAINER,2,17/04/2026,sexta-feira
MAND. GOIABADA,POSTO,4,17/04/2026,sexta-feira
MAND. GOIABADA,ARNIQUEIRA,0,17/04/2026,sexta-feira
MAND. GOIABADA,EPNB,0,17/04/2026,sexta-feira
MAND. GOIABADA,GAMA,2,17/04/2026,sexta-feira
MAND. GOIABADA,RECANTO,0,17/04/2026,sexta-feira
MAND. GOIABADA,SAMAMBAIA,1,17/04/2026,sexta-feira
MAND. GOIABADA,SAMAMBAIA SUL,2,17/04/2026,sexta-feira
MAND. GOIABADA,PONTE ALTA,0,17/04/2026,sexta-feira
MAND. GOIABADA,ALAMEDA,1,17/04/2026,sexta-feira
MAND. GOIABADA,TAGUATINGA,2,17/04/2026,sexta-feira
MAND. GOIABADA,CEILANDIA,3,17/04/2026,sexta-feira
MAND. GOIABADA,VICENTE PIRES,3,17/04/2026,sexta-feira
ARROZ,QUADRA 1,4,17/04/2026,sexta-feira
ARROZ,CENTRAL,2,17/04/2026,sexta-feira
ARROZ,NOROESTE,6,17/04/2026,sexta-feira
ARROZ,ASA SUL,10,17/04/2026,sexta-feira
ARROZ,ASA NORTE,10,17/04/2026,sexta-feira
ARROZ,CONJ. NACIONAL,4,17/04/2026,sexta-feira
ARROZ,LOJINHA,4,17/04/2026,sexta-feira
ARROZ,SUDOESTE 1,2,17/04/2026,sexta-feira
ARROZ,SUDOESTE 2,4,17/04/2026,sexta-feira
ARROZ,GUARA,8,17/04/2026,sexta-feira
ARROZ,JARDIM,5,17/04/2026,sexta-feira
ARROZ,GILBERTO,4,17/04/2026,sexta-feira
ARROZ,BAHAMAS,2,17/04/2026,sexta-feira
ARROZ,CONTAINER,4,17/04/2026,sexta-feira
ARROZ,POSTO,10,17/04/2026,sexta-feira
ARROZ,ARNIQUEIRA,1,17/04/2026,sexta-feira
ARROZ,EPNB,0,17/04/2026,sexta-feira
ARROZ,GAMA,5,17/04/2026,sexta-feira
ARROZ,RECANTO,2,17/04/2026,sexta-feira
ARROZ,SAMAMBAIA,1,17/04/2026,sexta-feira
ARROZ,SAMAMBAIA SUL,1,17/04/2026,sexta-feira
ARROZ,PONTE ALTA,0,17/04/2026,sexta-feira
ARROZ,ALAMEDA,1,17/04/2026,sexta-feira
ARROZ,TAGUATINGA,10,17/04/2026,sexta-feira
ARROZ,CEILANDIA,3,17/04/2026,sexta-feira
ARROZ,VICENTE PIRES,5,17/04/2026,sexta-feira
CENOURA,QUADRA 1,12,17/04/2026,sexta-feira
CENOURA,CENTRAL,12,17/04/2026,sexta-feira
CENOURA,NOROESTE,30,17/04/2026,sexta-feira
CENOURA,ASA SUL,45,17/04/2026,sexta-feira
CENOURA,ASA NORTE,67,17/04/2026,sexta-feira
CENOURA,CONJ. NACIONAL,20,17/04/2026,sexta-feira
CENOURA,LOJINHA,8,17/04/2026,sexta-feira
CENOURA,SUDOESTE 1,30,17/04/2026,sexta-feira
CENOURA,SUDOESTE 2,30,17/04/2026,sexta-feira
CENOURA,GUARA,20,17/04/2026,sexta-feira
CENOURA,JARDIM,25,17/04/2026,sexta-feira
CENOURA,GILBERTO,20,17/04/2026,sexta-feira
CENOURA,BAHAMAS,30,17/04/2026,sexta-feira
CENOURA,CONTAINER,17,17/04/2026,sexta-feira
CENOURA,POSTO,35,17/04/2026,sexta-feira
CENOURA,ARNIQUEIRA,4,17/04/2026,sexta-feira
CENOURA,EPNB,12,17/04/2026,sexta-feira
CENOURA,GAMA,23,17/04/2026,sexta-feira
CENOURA,RECANTO,5,17/04/2026,sexta-feira
CENOURA,SAMAMBAIA,15,17/04/2026,sexta-feira
CENOURA,SAMAMBAIA SUL,6,17/04/2026,sexta-feira
CENOURA,PONTE ALTA,7,17/04/2026,sexta-feira
CENOURA,ALAMEDA,8,17/04/2026,sexta-feira
CENOURA,TAGUATINGA,30,17/04/2026,sexta-feira
CENOURA,CEILANDIA,15,17/04/2026,sexta-feira
CENOURA,VICENTE PIRES,15,17/04/2026,sexta-feira
CENOURA MESCLADO,QUADRA 1,5,17/04/2026,sexta-feira
CENOURA MESCLADO,CENTRAL,6,17/04/2026,sexta-feira
CENOURA MESCLADO,NOROESTE,5,17/04/2026,sexta-feira
CENOURA MESCLADO,ASA SUL,11,17/04/2026,sexta-feira
CENOURA MESCLADO,ASA NORTE,11,17/04/2026,sexta-feira
CENOURA MESCLADO,CONJ. NACIONAL,5,17/04/2026,sexta-feira
CENOURA MESCLADO,LOJINHA,3,17/04/2026,sexta-feira
CENOURA MESCLADO,SUDOESTE 1,4,17/04/2026,sexta-feira
CENOURA MESCLADO,SUDOESTE 2,5,17/04/2026,sexta-feira
CENOURA MESCLADO,GUARA,6,17/04/2026,sexta-feira
CENOURA MESCLADO,JARDIM,6,17/04/2026,sexta-feira
CENOURA MESCLADO,GILBERTO,4,17/04/2026,sexta-feira
CENOURA MESCLADO,BAHAMAS,11,17/04/2026,sexta-feira
CENOURA MESCLADO,CONTAINER,8,17/04/2026,sexta-feira
CENOURA MESCLADO,POSTO,10,17/04/2026,sexta-feira
CENOURA MESCLADO,ARNIQUEIRA,4,17/04/2026,sexta-feira
CENOURA MESCLADO,EPNB,3,17/04/2026,sexta-feira
CENOURA MESCLADO,GAMA,10,17/04/2026,sexta-feira
CENOURA MESCLADO,RECANTO,4,17/04/2026,sexta-feira
CENOURA MESCLADO,SAMAMBAIA,2,17/04/2026,sexta-feira
CENOURA MESCLADO,SAMAMBAIA SUL,4,17/04/2026,sexta-feira
CENOURA MESCLADO,PONTE ALTA,3,17/04/2026,sexta-feira
CENOURA MESCLADO,ALAMEDA,2,17/04/2026,sexta-feira
CENOURA MESCLADO,TAGUATINGA,8,17/04/2026,sexta-feira
CENOURA MESCLADO,CEILANDIA,1,17/04/2026,sexta-feira
CENOURA MESCLADO,VICENTE PIRES,6,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,QUADRA 1,1,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,CENTRAL,2,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,NOROESTE,2,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,ASA SUL,5,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,ASA NORTE,5,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,CONJ. NACIONAL,0,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,LOJINHA,2,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,SUDOESTE 1,1,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,SUDOESTE 2,3,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,GUARA,5,17/04/2026,sexta-feira
FUBÁ S/ ERVAS,JARDIM,3,17/04/2026,sexta-feira
