SABOR,UNIDADE,QUANTIDADE,DATA,DIA DA SEMANA
FORMIGUEIRO,PONTE ALTA,5,17/04/2026,sexta-feira
FORMIGUEIRO,ALAMEDA,3,17/04/2026,sexta-feira
FORMIGUEIRO,TAGUATINGA,18,17/04/2026,sexta-feira
FORMIGUEIRO,CEILANDIA,1,17/04/2026,sexta-feira
FORMIGUEIRO,VICENTE PIRES,13,17/04/2026,sexta-feira
LARANJA,QUADRA 1,6,17/04/2026,sexta-feira
LARANJA,CENTRAL,8,17/04/2026,sexta-feira
LARANJA,NOROESTE,10,17/04/2026,sexta-feira
LARANJA,ASA SUL,19,17/04/2026,sexta-feira
LARANJA,ASA NORTE,22,17/04/2026,sexta-feira
LARANJA,CONJ. NACIONAL,8,17/04/2026,sexta-feira
LARANJA,LOJINHA,5,17/04/2026,sexta-feira
LARANJA,SUDOESTE 1,8,17/04/2026,sexta-feira
LARANJA,SUDOESTE 2,3,17/04/2026,sexta-feira
LARANJA,GUARA,13,17/04/2026,sexta-feira
LARANJA,JARDIM,7,17/04/2026,sexta-feira
LARANJA,GILBERTO,6,17/04/2026,sexta-feira
LARANJA,BAHAMAS,10,17/04/2026,sexta-feira
LARANJA,CONTAINER,14,17/04/2026,sexta-feira
LARANJA,POSTO,23,17/04/2026,sexta-feira
LARANJA,ARNIQUEIRA,3,17/04/2026,sexta-feira
LARANJA,EPNB,5,17/04/2026,sexta-feira
LARANJA,GAMA,14,17/04/2026,sexta-feira
LARANJA,RECANTO,4,17/04/2026,sexta-feira
LARANJA,SAMAMBAIA,6,17/04/2026,sexta-feira
LARANJA,SAMAMBAIA SUL,6,17/04/2026,sexta-feira
LARANJA,PONTE ALTA,0,17/04/2026,sexta-feira
LARANJA,ALAMEDA,3,17/04/2026,sexta-feira
LARANJA,TAGUATINGA,12,17/04/2026,sexta-feira
LARANJA,CEILANDIA,6,17/04/2026,sexta-feira
LARANJA,VICENTE PIRES,6,17/04/2026,sexta-feira
COCO,QUADRA 1,2,17/04/2026,sexta-feira
COCO,CENTRAL,2,17/04/2026,sexta-feira
COCO,NOROESTE,1,17/04/2026,sexta-feira
COCO,ASA SUL,2,17/04/2026,sexta-feira
COCO,ASA NORTE,2,17/04/2026,sexta-feira
COCO,CONJ. NACIONAL,0,17/04/2026,sexta-feira
COCO,LOJINHA,2,17/04/2026,sexta-feira
COCO,SUDOESTE 1,1,17/04/2026,sexta-feira
COCO,SUDOESTE 2,1,17/04/2026,sexta-feira
COCO,GUARA,4,17/04/2026,sexta-feira
COCO,JARDIM,3,17/04/2026,sexta-feira
COCO,GILBERTO,1,17/04/2026,sexta-feira
COCO,BAHAMAS,2,17/04/2026,sexta-feira
COCO,CONTAINER,1,17/04/2026,sexta-feira
COCO,POSTO,2,17/04/2026,sexta-feira
COCO,ARNIQUEIRA,1,17/04/2026,sexta-feira
COCO,EPNB,3,17/04/2026,sexta-feira
COCO,GAMA,1,17/04/2026,sexta-feira
COCO,RECANTO,1,17/04/2026,sexta-feira
COCO,SAMAMBAIA,1,17/04/2026,sexta-feira
COCO,SAMAMBAIA SUL,3,17/04/2026,sexta-feira
COCO,PONTE ALTA,1,17/04/2026,sexta-feira
COCO,ALAMEDA,0,17/04/2026,sexta-feira
COCO,TAGUATINGA,0,17/04/2026,sexta-feira
COCO,CEILANDIA,1,17/04/2026,sexta-feira
COCO,VICENTE PIRES,3,17/04/2026,sexta-feira
TRIGO,QUADRA 1,2,17/04/2026,sexta-feira
TRIGO,CENTRAL,5,17/04/2026,sexta-feira
TRIGO,NOROESTE,2,17/04/2026,sexta-feira
TRIGO,ASA SUL,3,17/04/2026,sexta-feira
TRIGO,ASA NORTE,0,17/04/2026,sexta-feira
TRIGO,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TRIGO,LOJINHA,2,17/04/2026,sexta-feira
TRIGO,SUDOESTE 1,1,17/04/2026,sexta-feira
TRIGO,SUDOESTE 2,0,17/04/2026,sexta-feira
TRIGO,GUARA,3,17/04/2026,sexta-feira
TRIGO,JARDIM,0,17/04/2026,sexta-feira
TRIGO,GILBERTO,0,17/04/2026,sexta-feira
TRIGO,BAHAMAS,0,17/04/2026,sexta-feira
TRIGO,CONTAINER,2,17/04/2026,sexta-feira
TRIGO,POSTO,5,17/04/2026,sexta-feira
TRIGO,ARNIQUEIRA,1,17/04/2026,sexta-feira
TRIGO,EPNB,2,17/04/2026,sexta-feira
TRIGO,GAMA,2,17/04/2026,sexta-feira
TRIGO,RECANTO,1,17/04/2026,sexta-feira
TRIGO,SAMAMBAIA,1,17/04/2026,sexta-feira
TRIGO,SAMAMBAIA SUL,2,17/04/2026,sexta-feira
TRIGO,PONTE ALTA,0,17/04/2026,sexta-feira
TRIGO,ALAMEDA,0,17/04/2026,sexta-feira
TRIGO,TAGUATINGA,6,17/04/2026,sexta-feira
TRIGO,CEILANDIA,0,17/04/2026,sexta-feira
TRIGO,VICENTE PIRES,4,17/04/2026,sexta-feira
LIMAO,QUADRA 1,0,17/04/2026,sexta-feira
LIMAO,CENTRAL,4,17/04/2026,sexta-feira
LIMAO,NOROESTE,3,17/04/2026,sexta-feira
LIMAO,ASA SUL,3,17/04/2026,sexta-feira
LIMAO,ASA NORTE,13,17/04/2026,sexta-feira
LIMAO,CONJ. NACIONAL,6,17/04/2026,sexta-feira
LIMAO,LOJINHA,2,17/04/2026,sexta-feira
LIMAO,SUDOESTE 1,2,17/04/2026,sexta-feira
LIMAO,SUDOESTE 2,5,17/04/2026,sexta-feira
LIMAO,GUARA,7,17/04/2026,sexta-feira
LIMAO,JARDIM,7,17/04/2026,sexta-feira
LIMAO,GILBERTO,4,17/04/2026,sexta-feira
LIMAO,BAHAMAS,3,17/04/2026,sexta-feira
LIMAO,CONTAINER,4,17/04/2026,sexta-feira
LIMAO,POSTO,6,17/04/2026,sexta-feira
LIMAO,ARNIQUEIRA,1,17/04/2026,sexta-feira
LIMAO,EPNB,1,17/04/2026,sexta-feira
LIMAO,GAMA,6,17/04/2026,sexta-feira
LIMAO,RECANTO,4,17/04/2026,sexta-feira
LIMAO,SAMAMBAIA,1,17/04/2026,sexta-feira
LIMAO,SAMAMBAIA SUL,2,17/04/2026,sexta-feira
LIMAO,PONTE ALTA,0,17/04/2026,sexta-feira
LIMAO,ALAMEDA,1,17/04/2026,sexta-feira
LIMAO,TAGUATINGA,8,17/04/2026,sexta-feira
LIMAO,CEILANDIA,3,17/04/2026,sexta-feira
LIMAO,VICENTE PIRES,2,17/04/2026,sexta-feira
MARACUJÁ,QUADRA 1,1,17/04/2026,sexta-feira
MARACUJÁ,CENTRAL,1,17/04/2026,sexta-feira
MARACUJÁ,NOROESTE,1,17/04/2026,sexta-feira
MARACUJÁ,ASA SUL,0,17/04/2026,sexta-feira
MARACUJÁ,ASA NORTE,3,17/04/2026,sexta-feira
MARACUJÁ,CONJ. NACIONAL,2,17/04/2026,sexta-feira
MARACUJÁ,LOJINHA,0,17/04/2026,sexta-feira
MARACUJÁ,SUDOESTE 1,2,17/04/2026,sexta-feira
MARACUJÁ,SUDOESTE 2,1,17/04/2026,sexta-feira
MARACUJÁ,GUARA,1,17/04/2026,sexta-feira
MARACUJÁ,JARDIM,2,17/04/2026,sexta-feira
MARACUJÁ,GILBERTO,0,17/04/2026,sexta-feira
MARACUJÁ,BAHAMAS,0,17/04/2026,sexta-feira
MARACUJÁ,CONTAINER,0,17/04/2026,sexta-feira
MARACUJÁ,POSTO,1,17/04/2026,sexta-feira
MARACUJÁ,ARNIQUEIRA,0,17/04/2026,sexta-feira
MARACUJÁ,EPNB,0,17/04/2026,sexta-feira
MARACUJÁ,GAMA,0,17/04/2026,sexta-feira
MARACUJÁ,RECANTO,0,17/04/2026,sexta-feira
MARACUJÁ,SAMAMBAIA,1,17/04/2026,sexta-feira
MARACUJÁ,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
MARACUJÁ,PONTE ALTA,0,17/04/2026,sexta-feira
MARACUJÁ,ALAMEDA,2,17/04/2026,sexta-feira
MARACUJÁ,TAGUATINGA,1,17/04/2026,sexta-feira
MARACUJÁ,CEILANDIA,1,17/04/2026,sexta-feira
MARACUJÁ,VICENTE PIRES,2,17/04/2026,sexta-feira
CHOCOLATE,QUADRA 1,4,17/04/2026,sexta-feira
CHOCOLATE,CENTRAL,7,17/04/2026,sexta-feira
CHOCOLATE,NOROESTE,8,17/04/2026,sexta-feira
CHOCOLATE,ASA SUL,9,17/04/2026,sexta-feira
CHOCOLATE,ASA NORTE,13,17/04/2026,sexta-feira
CHOCOLATE,CONJ. NACIONAL,3,17/04/2026,sexta-feira
CHOCOLATE,LOJINHA,4,17/04/2026,sexta-feira
CHOCOLATE,SUDOESTE 1,2,17/04/2026,sexta-feira
CHOCOLATE,SUDOESTE 2,1,17/04/2026,sexta-feira
CHOCOLATE,GUARA,14,17/04/2026,sexta-feira
CHOCOLATE,JARDIM,11,17/04/2026,sexta-feira
CHOCOLATE,GILBERTO,3,17/04/2026,sexta-feira
CHOCOLATE,BAHAMAS,5,17/04/2026,sexta-feira
CHOCOLATE,CONTAINER,12,17/04/2026,sexta-feira
CHOCOLATE,POSTO,15,17/04/2026,sexta-feira
CHOCOLATE,ARNIQUEIRA,0,17/04/2026,sexta-feira
CHOCOLATE,EPNB,4,17/04/2026,sexta-feira
CHOCOLATE,GAMA,6,17/04/2026,sexta-feira
CHOCOLATE,RECANTO,6,17/04/2026,sexta-feira
CHOCOLATE,SAMAMBAIA,8,17/04/2026,sexta-feira
CHOCOLATE,SAMAMBAIA SUL,7,17/04/2026,sexta-feira
CHOCOLATE,PONTE ALTA,4,17/04/2026,sexta-feira
CHOCOLATE,ALAMEDA,0,17/04/2026,sexta-feira
CHOCOLATE,TAGUATINGA,13,17/04/2026,sexta-feira
CHOCOLATE,CEILANDIA,3,17/04/2026,sexta-feira
CHOCOLATE,VICENTE PIRES,4,17/04/2026,sexta-feira
AMEIXA,QUADRA 1,1,17/04/2026,sexta-feira
AMEIXA,CENTRAL,1,17/04/2026,sexta-feira
AMEIXA,NOROESTE,1,17/04/2026,sexta-feira
AMEIXA,ASA SUL,0,17/04/2026,sexta-feira
AMEIXA,ASA NORTE,3,17/04/2026,sexta-feira
AMEIXA,CONJ. NACIONAL,1,17/04/2026,sexta-feira
AMEIXA,LOJINHA,0,17/04/2026,sexta-feira
AMEIXA,SUDOESTE 1,2,17/04/2026,sexta-feira
AMEIXA,SUDOESTE 2,1,17/04/2026,sexta-feira
AMEIXA,GUARA,2,17/04/2026,sexta-feira
AMEIXA,JARDIM,2,17/04/2026,sexta-feira
AMEIXA,GILBERTO,1,17/04/2026,sexta-feira
AMEIXA,BAHAMAS,0,17/04/2026,sexta-feira
AMEIXA,CONTAINER,0,17/04/2026,sexta-feira
AMEIXA,POSTO,0,17/04/2026,sexta-feira
AMEIXA,ARNIQUEIRA,0,17/04/2026,sexta-feira
AMEIXA,EPNB,0,17/04/2026,sexta-feira
AMEIXA,GAMA,2,17/04/2026,sexta-feira
AMEIXA,RECANTO,0,17/04/2026,sexta-feira
AMEIXA,SAMAMBAIA,1,17/04/2026,sexta-feira
AMEIXA,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
AMEIXA,PONTE ALTA,0,17/04/2026,sexta-feira
AMEIXA,ALAMEDA,1,17/04/2026,sexta-feira
AMEIXA,TAGUATINGA,2,17/04/2026,sexta-feira
AMEIXA,CEILANDIA,2,17/04/2026,sexta-feira
AMEIXA,VICENTE PIRES,1,17/04/2026,sexta-feira
PRESTIGIO,QUADRA 1,1,17/04/2026,sexta-feira
PRESTIGIO,CENTRAL,0,17/04/2026,sexta-feira
PRESTIGIO,NOROESTE,0,17/04/2026,sexta-feira
PRESTIGIO,ASA SUL,2,17/04/2026,sexta-feira
PRESTIGIO,ASA NORTE,4,17/04/2026,sexta-feira
PRESTIGIO,CONJ. NACIONAL,1,17/04/2026,sexta-feira
PRESTIGIO,LOJINHA,1,17/04/2026,sexta-feira
PRESTIGIO,SUDOESTE 1,0,17/04/2026,sexta-feira
PRESTIGIO,SUDOESTE 2,1,17/04/2026,sexta-feira
PRESTIGIO,GUARA,1,17/04/2026,sexta-feira
PRESTIGIO,JARDIM,3,17/04/2026,sexta-feira
PRESTIGIO,GILBERTO,1,17/04/2026,sexta-feira
PRESTIGIO,BAHAMAS,0,17/04/2026,sexta-feira
PRESTIGIO,CONTAINER,1,17/04/2026,sexta-feira
PRESTIGIO,POSTO,0,17/04/2026,sexta-feira
PRESTIGIO,ARNIQUEIRA,0,17/04/2026,sexta-feira
PRESTIGIO,EPNB,1,17/04/2026,sexta-feira
PRESTIGIO,GAMA,0,17/04/2026,sexta-feira
PRESTIGIO,RECANTO,0,17/04/2026,sexta-feira
PRESTIGIO,SAMAMBAIA,0,17/04/2026,sexta-feira
PRESTIGIO,SAMAMBAIA SUL,1,17/04/2026,sexta-feira
PRESTIGIO,PONTE ALTA,0,17/04/2026,sexta-feira
PRESTIGIO,ALAMEDA,1,17/04/2026,sexta-feira
PRESTIGIO,TAGUATINGA,2,17/04/2026,sexta-feira
PRESTIGIO,CEILANDIA,1,17/04/2026,sexta-feira
PRESTIGIO,VICENTE PIRES,1,17/04/2026,sexta-feira
CHURROS,QUADRA 1,1,17/04/2026,sexta-feira
CHURROS,CENTRAL,0,17/04/2026,sexta-feira
CHURROS,NOROESTE,0,17/04/2026,sexta-feira
CHURROS,ASA SUL,3,17/04/2026,sexta-feira
CHURROS,ASA NORTE,5,17/04/2026,sexta-feira
CHURROS,CONJ. NACIONAL,1,17/04/2026,sexta-feira
CHURROS,LOJINHA,0,17/04/2026,sexta-feira
CHURROS,SUDOESTE 1,0,17/04/2026,sexta-feira
CHURROS,SUDOESTE 2,1,17/04/2026,sexta-feira
CHURROS,GUARA,2,17/04/2026,sexta-feira
CHURROS,JARDIM,2,17/04/2026,sexta-feira
CHURROS,GILBERTO,1,17/04/2026,sexta-feira
CHURROS,BAHAMAS,0,17/04/2026,sexta-feira
CHURROS,CONTAINER,1,17/04/2026,sexta-feira
CHURROS,POSTO,2,17/04/2026,sexta-feira
CHURROS,ARNIQUEIRA,0,17/04/2026,sexta-feira
CHURROS,EPNB,0,17/04/2026,sexta-feira
CHURROS,GAMA,0,17/04/2026,sexta-feira
CHURROS,RECANTO,0,17/04/2026,sexta-feira
CHURROS,SAMAMBAIA,0,17/04/2026,sexta-feira
CHURROS,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
CHURROS,PONTE ALTA,0,17/04/2026,sexta-feira
CHURROS,ALAMEDA,1,17/04/2026,sexta-feira
CHURROS,TAGUATINGA,1,17/04/2026,sexta-feira
CHURROS,CEILANDIA,1,17/04/2026,sexta-feira
CHURROS,VICENTE PIRES,0,17/04/2026,sexta-feira
NINHO,QUADRA 1,6,17/04/2026,sexta-feira
NINHO,CENTRAL,8,17/04/2026,sexta-feira
NINHO,NOROESTE,10,17/04/2026,sexta-feira
NINHO,ASA SUL,13,17/04/2026,sexta-feira
NINHO,ASA NORTE,35,17/04/2026,sexta-feira
NINHO,CONJ. NACIONAL,20,17/04/2026,sexta-feira
NINHO,LOJINHA,7,17/04/2026,sexta-feira
NINHO,SUDOESTE 1,13,17/04/2026,sexta-feira
NINHO,SUDOESTE 2,18,17/04/2026,sexta-feira
NINHO,GUARA,5,17/04/2026,sexta-feira
NINHO,JARDIM,12,17/04/2026,sexta-feira
NINHO,GILBERTO,4,17/04/2026,sexta-feira
NINHO,BAHAMAS,22,17/04/2026,sexta-feira
NINHO,CONTAINER,12,17/04/2026,sexta-feira
NINHO,POSTO,20,17/04/2026,sexta-feira
NINHO,ARNIQUEIRA,5,17/04/2026,sexta-feira
NINHO,EPNB,10,17/04/2026,sexta-feira
NINHO,GAMA,14,17/04/2026,sexta-feira
NINHO,RECANTO,8,17/04/2026,sexta-feira
NINHO,SAMAMBAIA,10,17/04/2026,sexta-feira
NINHO,SAMAMBAIA SUL,7,17/04/2026,sexta-feira
NINHO,PONTE ALTA,6,17/04/2026,sexta-feira
NINHO,ALAMEDA,7,17/04/2026,sexta-feira
NINHO,TAGUATINGA,13,17/04/2026,sexta-feira
NINHO,CEILANDIA,13,17/04/2026,sexta-feira
NINHO,VICENTE PIRES,13,17/04/2026,sexta-feira
CUCA DE BANANA,QUADRA 1,1,17/04/2026,sexta-feira
CUCA DE BANANA,CENTRAL,1,17/04/2026,sexta-feira
CUCA DE BANANA,NOROESTE,2,17/04/2026,sexta-feira
CUCA DE BANANA,ASA SUL,4,17/04/2026,sexta-feira
CUCA DE BANANA,ASA NORTE,8,17/04/2026,sexta-feira
CUCA DE BANANA,CONJ. NACIONAL,2,17/04/2026,sexta-feira
CUCA DE BANANA,LOJINHA,1,17/04/2026,sexta-feira
CUCA DE BANANA,SUDOESTE 1,3,17/04/2026,sexta-feira
CUCA DE BANANA,SUDOESTE 2,3,17/04/2026,sexta-feira
CUCA DE BANANA,GUARA,2,17/04/2026,sexta-feira
CUCA DE BANANA,JARDIM,2,17/04/2026,sexta-feira
CUCA DE BANANA,GILBERTO,2,17/04/2026,sexta-feira
CUCA DE BANANA,BAHAMAS,0,17/04/2026,sexta-feira
CUCA DE BANANA,CONTAINER,2,17/04/2026,sexta-feira
CUCA DE BANANA,POSTO,5,17/04/2026,sexta-feira
CUCA DE BANANA,ARNIQUEIRA,1,17/04/2026,sexta-feira
CUCA DE BANANA,EPNB,1,17/04/2026,sexta-feira
CUCA DE BANANA,GAMA,2,17/04/2026,sexta-feira
CUCA DE BANANA,RECANTO,1,17/04/2026,sexta-feira
CUCA DE BANANA,SAMAMBAIA,0,17/04/2026,sexta-feira
CUCA DE BANANA,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
CUCA DE BANANA,PONTE ALTA,1,17/04/2026,sexta-feira
CUCA DE BANANA,ALAMEDA,1,17/04/2026,sexta-feira
CUCA DE BANANA,TAGUATINGA,0,17/04/2026,sexta-feira
CUCA DE BANANA,CEILANDIA,1,17/04/2026,sexta-feira
CUCA DE BANANA,VICENTE PIRES,2,17/04/2026,sexta-feira
TOALHA  G,QUADRA 1,1,17/04/2026,sexta-feira
TOALHA  G,CENTRAL,1,17/04/2026,sexta-feira
TOALHA  G,NOROESTE,1,17/04/2026,sexta-feira
TOALHA  G,ASA SUL,4,17/04/2026,sexta-feira
TOALHA  G,ASA NORTE,8,17/04/2026,sexta-feira
TOALHA  G,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TOALHA  G,LOJINHA,0,17/04/2026,sexta-feira
TOALHA  G,SUDOESTE 1,4,17/04/2026,sexta-feira
TOALHA  G,SUDOESTE 2,2,17/04/2026,sexta-feira
TOALHA  G,GUARA,5,17/04/2026,sexta-feira
TOALHA  G,JARDIM,1,17/04/2026,sexta-feira
TOALHA  G,GILBERTO,1,17/04/2026,sexta-feira
TOALHA  G,BAHAMAS,4,17/04/2026,sexta-feira
TOALHA  G,CONTAINER,0,17/04/2026,sexta-feira
TOALHA  G,POSTO,5,17/04/2026,sexta-feira
TOALHA  G,ARNIQUEIRA,0,17/04/2026,sexta-feira
TOALHA  G,EPNB,1,17/04/2026,sexta-feira
TOALHA  G,GAMA,0,17/04/2026,sexta-feira
TOALHA  G,RECANTO,1,17/04/2026,sexta-feira
TOALHA  G,SAMAMBAIA,2,17/04/2026,sexta-feira
TOALHA  G,SAMAMBAIA SUL,2,17/04/2026,sexta-feira
TOALHA  G,PONTE ALTA,0,17/04/2026,sexta-feira
TOALHA  G,ALAMEDA,0,17/04/2026,sexta-feira
TOALHA  G,TAGUATINGA,5,17/04/2026,sexta-feira
TOALHA  G,CEILANDIA,0,17/04/2026,sexta-feira
TOALHA  G,VICENTE PIRES,1,17/04/2026,sexta-feira
TOALHA P,QUADRA 1,1,17/04/2026,sexta-feira
TOALHA P,CENTRAL,1,17/04/2026,sexta-feira
TOALHA P,NOROESTE,1,17/04/2026,sexta-feira
TOALHA P,ASA SUL,1,17/04/2026,sexta-feira
TOALHA P,ASA NORTE,1,17/04/2026,sexta-feira
TOALHA P,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TOALHA P,LOJINHA,1,17/04/2026,sexta-feira
TOALHA P,SUDOESTE 1,1,17/04/2026,sexta-feira
TOALHA P,SUDOESTE 2,0,17/04/2026,sexta-feira
TOALHA P,GUARA,4,17/04/2026,sexta-feira
TOALHA P,JARDIM,1,17/04/2026,sexta-feira
TOALHA P,GILBERTO,0,17/04/2026,sexta-feira
TOALHA P,BAHAMAS,2,17/04/2026,sexta-feira
TOALHA P,CONTAINER,2,17/04/2026,sexta-feira
TOALHA P,POSTO,4,17/04/2026,sexta-feira
TOALHA P,ARNIQUEIRA,1,17/04/2026,sexta-feira
TOALHA P,EPNB,0,17/04/2026,sexta-feira
TOALHA P,GAMA,0,17/04/2026,sexta-feira
TOALHA P,RECANTO,1,17/04/2026,sexta-feira
TOALHA P,SAMAMBAIA,2,17/04/2026,sexta-feira
TOALHA P,SAMAMBAIA SUL,1,17/04/2026,sexta-feira
TOALHA P,PONTE ALTA,0,17/04/2026,sexta-feira
TOALHA P,ALAMEDA,0,17/04/2026,sexta-feira
TOALHA P,TAGUATINGA,1,17/04/2026,sexta-feira
TOALHA P,CEILANDIA,0,17/04/2026,sexta-feira
TOALHA P,VICENTE PIRES,0,17/04/2026,sexta-feira
PUDIM DE COCO,QUADRA 1,0,17/04/2026,sexta-feira
PUDIM DE COCO,CENTRAL,0,17/04/2026,sexta-feira
PUDIM DE COCO,NOROESTE,0,17/04/2026,sexta-feira
PUDIM DE COCO,ASA SUL,0,17/04/2026,sexta-feira
PUDIM DE COCO,ASA NORTE,0,17/04/2026,sexta-feira
PUDIM DE COCO,CONJ. NACIONAL,0,17/04/2026,sexta-feira
PUDIM DE COCO,LOJINHA,0,17/04/2026,sexta-feira
PUDIM DE COCO,SUDOESTE 1,0,17/04/2026,sexta-feira
PUDIM DE COCO,SUDOESTE 2,0,17/04/2026,sexta-feira
PUDIM DE COCO,GUARA,0,17/04/2026,sexta-feira
PUDIM DE COCO,JARDIM,0,17/04/2026,sexta-feira
PUDIM DE COCO,GILBERTO,0,17/04/2026,sexta-feira
PUDIM DE COCO,BAHAMAS,0,17/04/2026,sexta-feira
PUDIM DE COCO,CONTAINER,1,17/04/2026,sexta-feira
PUDIM DE COCO,POSTO,0,17/04/2026,sexta-feira
PUDIM DE COCO,ARNIQUEIRA,0,17/04/2026,sexta-feira
PUDIM DE COCO,EPNB,0,17/04/2026,sexta-feira
PUDIM DE COCO,GAMA,0,17/04/2026,sexta-feira
PUDIM DE COCO,RECANTO,0,17/04/2026,sexta-feira
PUDIM DE COCO,SAMAMBAIA,0,17/04/2026,sexta-feira
PUDIM DE COCO,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
PUDIM DE COCO,PONTE ALTA,0,17/04/2026,sexta-feira
PUDIM DE COCO,ALAMEDA,0,17/04/2026,sexta-feira
PUDIM DE COCO,TAGUATINGA,2,17/04/2026,sexta-feira
PUDIM DE COCO,CEILANDIA,2,17/04/2026,sexta-feira
PUDIM DE COCO,VICENTE PIRES,2,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,QUADRA 1,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,CENTRAL,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,NOROESTE,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,ASA SUL,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,ASA NORTE,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,CONJ. NACIONAL,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,LOJINHA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,SUDOESTE 1,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,SUDOESTE 2,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,GUARA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,JARDIM,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,GILBERTO,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,BAHAMAS,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,CONTAINER,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,POSTO,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,ARNIQUEIRA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,EPNB,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,GAMA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,RECANTO,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,SAMAMBAIA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,PONTE ALTA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,ALAMEDA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,TAGUATINGA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,CEILANDIA,0,17/04/2026,sexta-feira
PUDIM DE CHOCOLATE,VICENTE PIRES,0,17/04/2026,sexta-feira
TORTA BANANA G,QUADRA 1,1,17/04/2026,sexta-feira
TORTA BANANA G,CENTRAL,0,17/04/2026,sexta-feira
TORTA BANANA G,NOROESTE,0,17/04/2026,sexta-feira
TORTA BANANA G,ASA SUL,0,17/04/2026,sexta-feira
TORTA BANANA G,ASA NORTE,0,17/04/2026,sexta-feira
TORTA BANANA G,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA BANANA G,LOJINHA,0,17/04/2026,sexta-feira
TORTA BANANA G,SUDOESTE 1,0,17/04/2026,sexta-feira
TORTA BANANA G,SUDOESTE 2,0,17/04/2026,sexta-feira
TORTA BANANA G,GUARA,0,17/04/2026,sexta-feira
TORTA BANANA G,JARDIM,0,17/04/2026,sexta-feira
TORTA BANANA G,GILBERTO,0,17/04/2026,sexta-feira
TORTA BANANA G,BAHAMAS,0,17/04/2026,sexta-feira
TORTA BANANA G,CONTAINER,0,17/04/2026,sexta-feira
TORTA BANANA G,POSTO,0,17/04/2026,sexta-feira
TORTA BANANA G,ARNIQUEIRA,0,17/04/2026,sexta-feira
TORTA BANANA G,EPNB,0,17/04/2026,sexta-feira
TORTA BANANA G,GAMA,2,17/04/2026,sexta-feira
TORTA BANANA G,RECANTO,0,17/04/2026,sexta-feira
TORTA BANANA G,SAMAMBAIA,0,17/04/2026,sexta-feira
TORTA BANANA G,SAMAMBAIA SUL,0,17/04/2026,sexta-feira
TORTA BANANA G,PONTE ALTA,0,17/04/2026,sexta-feira
TORTA BANANA G,ALAMEDA,0,17/04/2026,sexta-feira
TORTA BANANA G,TAGUATINGA,0,17/04/2026,sexta-feira
TORTA BANANA G,CEILANDIA,0,17/04/2026,sexta-feira
TORTA BANANA G,VICENTE PIRES,1,17/04/2026,sexta-feira
TORTA ABACAXI G,QUADRA 1,0,17/04/2026,sexta-feira
TORTA ABACAXI G,CENTRAL,0,17/04/2026,sexta-feira
TORTA ABACAXI G,NOROESTE,0,17/04/2026,sexta-feira
TORTA ABACAXI G,ASA SUL,0,17/04/2026,sexta-feira
TORTA ABACAXI G,ASA NORTE,0,17/04/2026,sexta-feira
TORTA ABACAXI G,CONJ. NACIONAL,0,17/04/2026,sexta-feira
TORTA ABACAXI G,LOJINHA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,SUDOESTE 1,0,17/04/2026,sexta-feira
TORTA ABACAXI G,SUDOESTE 2,0,17/04/2026,sexta-feira
TORTA ABACAXI G,GUARA,0,17/04/2026,sexta-feira
TORTA ABACAXI G,JARDIM,0,17/04/2026,sexta-feira
